CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C17636;1.325.679.991;1;1084.87;687.57;397.3;3.330.913.556;0.833333;0.333333;0.833333;0.416667;9;16;3000;4.135.414.563;405.944.341;0.090909;12
C17637;74.352.828;1;158.95;158.95;0;0;0.375;0.375;0;0;0;3;800;250.349.363;185.179.066;0;8
C17638;0;0;180.66;54;126.66;0;0.583333;0.083333;0.5;0;0;7;2700;22.127.715;;0;12
C17639;41.789.262;1;821.51;501.95;319.56;10.991.813;0.833333;0.083333;0.833333;0.083333;1;11;4000;969.030.384;132.158.949;0.3;12
C17640;987.110.602;1;0;0;0;1.139.392.895;0;0;0;0.142857;2;0;1200;139.607.827;232.004.681;0;7
C17641;11.981.427;0.727273;187.55;0;187.55;0;0.75;0;0.75;0;0;9;1000;261.920.143;160.970.746;0.625;12
C17642;11.316.443;0.181818;112.23;112.23;0;0;0.083333;0.083333;0;0;0;1;3000;63.615.056;88.670.668;0;12
C17643;0;0;300;0;300;0;0.083333;0;0.083333;0;0;1;4000;5.228.819.138;81.403.177;0;12
C17644;523.127.544;1;786.94;582.74;204.2;1.088.139.436;0.25;0.083333;0.083333;0.25;4;3;1000;1.603.447.936;223.726.642;0.083333;12
C17645;650.485.202;1;555.2;339;216.2;589.349.657;0.583333;0.083333;0.416667;0.083333;1;8;1000;351.575.597;610.833.365;0;12
C17646;2.320.107.011;0.888889;2118.42;2118.42;0;3.285.570.621;0.222222;0.222222;0;0.555556;14;14;5000;922.698.832;1.312.069.434;0;9
C17647;10.645.347;0.818182;2014.84;874.84;1140;0;0.583333;0.416667;0.166667;0;0;24;3000;2.139.733.072;138.434.369;1;12
C17648;281.112.517;0.727273;0;0;0;295.616.931;0;0;0;0.166667;3;0;1000;631.473.289;219.966.022;0;12
C17649;324.055.174;1;2075.13;1100;975.13;0;1;0.083333;1;0;0;48;1500;1.653.941.553;305.331.243;0.25;12
C17650;617.999.607;1;387.7;250;137.7;6.848.408;0.833333;0.166667;0.75;0.083333;1;13;1200;1.723.350.971;332.043.275;0.166667;12
C17651;2.076.211.673;1;1057;0;1057;0;0.416667;0;0.333333;0;0;8;2500;696.769.705;711.321.984;0;12
C17652;63.078.242;1;114;0;114;0;0.25;0;0.25;0;0;3;3000;184.582.486;136.782.541;0;12
C17653;0.14446;0.1;0;0;0;97.038.129;0;0;0;0.2;2;0;7000;186.434.257;18.249.813;0;10
C17654;1.012.841.277;0.818182;0;0;0;790.832.609;0;0;0;0.333333;11;0;1500;2.531.648.689;447.811.073;0;12
C17655;6.526.735;0.181818;53.09;53.09;0;0;0.083333;0.083333;0;0;0;1;1000;309.515.966;86.885.269;0;12
C17656;83.258.534;1;41.4;11.9;29.5;0;0.25;0.083333;0.166667;0;0;3;2700;157.225.241;163.317.598;0;12
C17657;852.530.387;1;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;1200;387.594.772;231.564.246;0;12
C17658;304.249.156;0.909091;3127.98;0;3127.98;0;0.833333;0;0.833333;0;0;10;6000;348.990.364;324.048.429;0.714286;12
C17659;16.004.225;0.636364;159.44;0;159.44;0;0.583333;0;0.583333;0;0;11;2700;276.112.744;141.915.829;0.285714;12
C17660;1.087.784.698;1;0;0;0;1.562.703.953;0;0;0;0.166667;2;0;1500;3.093.888.643;298.011.965;0.166667;12
C17661;3.255.151.368;1;1771.6;251;1520.6;1.279.568.823;0.916667;0.166667;0.75;0.25;6;15;9000;4.619.793.197;853.911.515;0;12
C17662;69.336.196;0.545455;211.87;211.87;0;0;0.083333;0.083333;0;0;0;1;1400;435.005.491;133.988.377;0;12
C17663;1.433.404.387;1;0;0;0;1.190.745.349;0;0;0;0.25;4;0;2000;993.072.444;388.124.821;0;12
C17664;3.278.506.664;0.625;472.51;216.49;256.02;6.548.948.805;0.5;0.125;0.375;0.25;8;9;7000;1.304.846.205;1.296.586.971;0;8
C17665;68.624.743;1;423.23;243.23;180;0;1;0.111111;0.888889;0;0;10;1000;458.251.229;107.879.849;0.5;9
C17666;156.260.448;1;880.22;816.88;63.34;0;0.416667;0.083333;0.333333;0;0;8;2500;459.441.845;4.257.948.127;0;12
C17667;412.592.491;0.545455;0;0;0;1.852.218.171;0;0;0;0.25;3;0;2500;3.935.004.997;394.904.628;0;12
C17668;428.598.828;1;208;208;0;164.032.453;0.25;0.25;0;0.333333;6;4;1200;975.191.714;193.993.752;0;12
C17669;2.071.951.442;1;2090.21;0;2090.21;0;1;0;1;0;0;80;2500;1.326.995.454;55.663.142;0;12
C17670;973.560.975;1;0;0;0;206.153.302;0;0;0;0.818182;21;0;1700;178.946.975;533.405.391;0.090909;11
C17671;624.633.263;0.818182;0;0;0;95.085.274;0;0;0;0.25;8;0;1000;330.064.555;289.686.899;0;12
C17672;96.588.461;1;1;1;0;561.024.098;0.083333;0.083333;0;0.166667;2;1;1200;751.960.548;261.891.219;0;12
C17673;82.568.778;1;471.64;0;471.64;0;0.916667;0;0.916667;0;0;23;1200;554.168.419;214.877.676;0.333333;12
C17674;383.370.294;1;326.74;326.74;0;0;0.25;0.25;0;0;0;3;600;525.776.492;199.590.057;0;12
C17675;793.855.972;1;1478.93;1478.93;0;0;0.333333;0.333333;0;0;0;10;1200;723.959.807;474.254.444;0;12
C17676;51.199.057;1;1319.04;1319.04;0;0;1;1;0;0;0;18;3500;1.324.448.655;126.403.394;0.875;12
C17677;1.488.628.126;1;0;0;0;2.909.050.462;0;0;0;0.363636;24;0;3000;1.968.413.322;439.164.743;0.090909;11
C17678;92.596.405;1;720.11;720.11;0;0;0.583333;0.583333;0;0;0;16;1700;535.430.352;193.498.368;0.222222;12
C17679;38.263.138;1;0;0;0;74.878.028;0;0;0;0.090909;1;0;1200;566.605.747;196.904.622;0;11
C17680;402.814.647;1;960.09;91.8;868.29;373.408.367;1;0.083333;1;0.083333;5;59;500;112.728.667;366.395.498;0.083333;12
C17681;1.271.172.501;0.909091;0;0;0;1.865.939.841;0;0;0;0.090909;1;0;4000;2.099.387.435;366.383.649;0;11
C17682;124.743.322;0.636364;1007.45;0;1007.45;0;0.583333;0;0.583333;0;0;14;2500;1.616.540.779;146.493.501;1;12
C17683;1.060.039.731;1;340;49;291;0;0.5;0.083333;0.416667;0;0;7;2500;261.761.454;243.685.673;0;12
C17684;90.084.324;1;1098.82;1098.82;0;181.725.242;0.583333;0.583333;0;0.083333;1;13;3000;1.307.140.981;141.008.201;0.428571;12
C17685;85.851.188;0.636364;0;0;0;499.092.982;0;0;0;0.083333;1;0;600;1.528.015.928;146.913.099;0.285714;12
C17686;2.115.602.918;1;320;0;320;203.314.898;0.833333;0;0.75;0.5;17;10;3000;1.260.004.919;754.052.041;0;12
C17687;193.213.122;1;2281.57;905.6;1375.97;0;1;0.916667;0.916667;0;0;45;3000;1.782.059.904;183.782.329;0.909091;12
C17688;8.298.006;1;906.78;0;906.78;0;1;0;1;0;0;25;3000;780.205.026;152.745.483;0.818182;12
C17689;991.773.081;1;2020;2020;0;600.188.405;0.25;0.25;0;0.333333;4;4;3400;1.817.827.772;322.297.689;0;12
C17690;5.482.204.366;1;0;0;0;4.948.907.169;0;0;0;0.5;15;0;9000;1.343.176.056;1.666.085.318;0;12
C17691;1.016.496.072;1;64.82;64.82;0;994.182.547;0.142857;0.142857;0;0.285714;8;1;1200;74.543.258;289.569.906;0;7
C17692;205.127.197;0.571429;1222.98;1222.98;0;0;0.428571;0.428571;0;0;0;5;3000;114.483.486;121.334.941;0;7
C17693;1.450.599.152;1;2763.84;1434.43;1329.41;0;1;0.714286;0.857143;0;0;98;2000;343.918.862;1.339.665.316;0;7
C17694;1.405.988.009;1;1839;256;1583;1.684.658.063;1;0.166667;1;0.25;4;27;1800;3.603.302.652;124.917.396;0;12
C17695;424.968.492;1;272.28;0;272.28;0;1;0;1;0;0;24;1700;64.658.608;745.781.019;0;12
C17696;744.309;1;45.65;45.65;0;0;0.083333;0.083333;0;0;0;1;2500;0;;0;12
C17697;24.818.476;0.909091;390.05;44.9;345.15;0;0.833333;0.083333;0.75;0;0;11;1000;423.338.628;117.838.976;0.272727;12
C17698;1.109.876.538;1;0;0;0;645.643.747;0;0;0;0.25;7;0;1200;47.697.564;305.129.524;0;12
C17699;679.421.923;1;298.49;298.49;0;15.265.779;0.083333;0.083333;0;0.083333;1;4;1000;456.143.495;216.036.561;0;12
C17700;270.135.147;0.909091;958.93;752.9;206.03;0;0.75;0.166667;0.666667;0;0;26;1900;2.063.470.552;216.497.693;0;12
C17701;25.602.662;0.909091;2098.56;1798.3;300.26;0;0.909091;0.909091;0.272727;0;0;22;3000;1.909.534.262;155.695.781;0.25;11
C17702;794.661.653;1;329.96;329.96;0;0;0.083333;0.083333;0;0;0;1;2000;703.606;166.000.398;0;12
C17703;1.644.123.638;1;0;0;0;830.132.133;0;0;0;0.166667;3;0;2500;333.114.672;352.392.567;0;12
C17704;2.880.071;0.727273;173.02;0;173.02;0;0.5;0;0.5;0;0;6;1000;229.503.322;13.344.239;0.272727;12
C17705;976.390.024;1;785.4;785.4;0;34.715.722;0.333333;0.333333;0;0.25;3;6;3500;820.342.892;251.963.424;0;12
C17706;1.005.660.131;1;710.03;710.03;0;5.001.078.448;0.416667;0.416667;0;0.916667;40;8;1500;5.679.950.642;234.569.274;0.25;12
C17707;700.723.718;1;425.18;0;425.18;0;1;0;1;0;0;29;3000;148.581.846;214.200.975;0;12
C17708;827.913;0.454545;670;0;670;0;1;0;1;0;0;16;2500;703.772.949;43.259.694;0.090909;12
C17709;1.373.700.066;1;267.75;0;267.75;38.898.599;0.75;0;0.666667;0.166667;2;9;1500;446.146.419;692.725.571;0;12
C17710;215.475.718;1;670.65;300;370.65;0;1;0.083333;0.916667;0;0;18;3000;366.634.123;185.037.922;0.3;12
C17711;108.857.699;1;3224.34;3224.34;0;0;1;1;0;0;0;39;1500;2.752.565.833;123.696.831;1;12
C17712;7.215.615;0.272727;54.45;54.45;0;0;0.083333;0.083333;0;0;0;1;2000;160.130.111;205.168.209;0;12
C17713;1.736.930.299;1;616;0;616;0;0.916667;0;0.916667;0;0;11;1900;803.881.382;644.158.808;0;12
C17714;24.253.001;1;3520;0;3520;0;0.916667;0;0.916667;0;0;11;650;3.814.912.997;323.666.486;0.333333;12
C17715;1.372.083.399;1;800;0;800;0;0.833333;0;0.833333;0;0;10;1200;1.190.700.111;2.461.558.168;0;12
C17716;6.388.820.712;1;5154.75;1622.06;3532.69;0;1;0.5;1;0;0;115;9500;6.436.518.476;1.823.789.613;0;12
C17717;25.494.701;1;2870.83;2655.15;215.68;0;1;0.818182;0.727273;0;0;54;7500;2.461.126.057;194.290.114;0.9;11
C17718;15.813.502;0.636364;120.88;0;120.88;0;0.416667;0;0.416667;0;0;5;5000;258.872.386;12.894.568;0.5;12
C17719;77.383.767;0.636364;2321.87;1212.87;1109;0;0.583333;0.166667;0.583333;0;0;22;1900;2.071.265.301;88.997.719;0.363636;12
C17720;849.030.358;1;345;0;345;101.511.988;0.75;0;0.666667;0.083333;1;24;1200;1.465.044.906;268.949.636;0.083333;12
C17721;52.517.417;1;91.23;48.9;42.33;0;0.333333;0.083333;0.25;0;0;4;4000;154.939.835;233.341.617;0;12
C17722;510.953.138;1;172.41;172.41;0;0;0.083333;0.083333;0;0;0;4;1200;959.003.305;242.770.679;0;12
C17723;48.617.036;0.545455;0;0;0;1.494.441.569;0;0;0;0.083333;1;0;1500;294.561.949;120.041.669;0.181818;12
C17724;2.291.684.027;1;4983.93;4065.93;918;0;0.916667;0.75;0.583333;0;0;33;6500;1.149.746.347;624.917.306;0;12
C17726;145.722.404;1;529.7;240.2;289.5;38.259.988;1;0.333333;1;0.083333;1;26;800;363.368.053;188.105.787;0;12
C17727;286.814.503;1;2016.14;1602.14;414;0;0.666667;0.416667;0.333333;0;0;14;1200;1.525.089.652;191.602.655;0;12
C17728;22.455.964;0.272727;185.25;0;185.25;0;0.25;0;0.166667;0;0;3;1000;371.216.038;163.465.952;1;12
C17729;1.108.987.965;1;0;0;0;75.070.968;0;0;0;0.083333;1;0;1500;1.690.172.114;283.054.152;0.083333;12
C17730;109.473.217;1;1251.26;635.79;615.47;0;0.833333;0.25;0.666667;0;0;19;2700;958.931.815;187.560.093;0.25;12
C17731;233.092.662;1;2613.65;945.45;1668.2;0;1;0.333333;1;0;0;39;6000;2.255.232.796;427.743.632;0.666667;12
C17732;211.263.873;1;0;0;0;584.940.187;0;0;0;0.25;5;0;3500;540.088.813;746.131.674;0;12
C17733;1.097.736;0.272727;343.82;0;343.82;169.355.104;0.833333;0;0.833333;0.083333;1;10;4000;169.895.641;9.801.394;0;12
C17734;874.905.296;1;484.04;0;484.04;0;1;0;1;0;0;12;1000;873.429.792;194.064.343;0;12
C17735;844.022.439;1;0;0;0;1.125.228.876;0;0;0;0.166667;3;0;2500;535.604.592;237.229.776;0;12
C17736;87.034.432;0.636364;697.57;0;697.57;0;0.5;0;0.416667;0;0;15;3200;811.903.413;112.569.353;0.454545;12
C17737;37.756.851;1;542.51;542.51;0;0;0.5;0.5;0;0;0;9;1000;567.687.367;175.936.604;0;12
C17738;2.929.582.949;1;0;0;0;1.319.276.782;0;0;0;0.4;11;0;3000;1.153.353.618;3.422.988.223;0;10
C17739;1.101.792.789;1;1591.37;1591.37;0;447.953.652;0.666667;0.666667;0;0.166667;2;10;3000;69.975.547;228.555.892;0;12
C17740;623.583.624;1;1344.85;1099.72;245.13;0;0.666667;0.5;0.333333;0;0;21;2200;1.374.213.771;304.225.119;0.083333;12
C17741;5.109.352;0.181818;0;0;0;78.990.599;0;0;0;0.083333;1;0;1000;77.984.721;14.840.576;0.1;12
C17742;2.696.052.766;1;0;0;0;3.100.942.646;0;0;0;0.75;15;0;3000;815.306.343;1.011.866.344;0;12
C17743;1.592.102.979;1;45.65;45.65;0;1.465.069.357;0.083333;0.083333;0;0.083333;1;1;5000;529.542.832;424.939.464;0;12
C17744;14.453.345;0.636364;38.65;38.65;0;0;0.083333;0.083333;0;0;0;1;1000;52.685.663;162.687.252;0;12
C17745;1.062.024.069;1;0;0;0;402.337.729;0;0;0;0.2;3;0;1200;58.353.323;267.478.951;0;10
C17746;1.033.485.033;1;137.57;0;137.57;0;0.166667;0;0.166667;0;0;3;1000;423.925.626;708.363.328;0;12
C17747;803.052.704;1;19.75;19.75;0;0;0.083333;0.083333;0;0;0;1;2000;402.155.365;322.394.919;0;12
C17748;1.551.908.555;1;416.64;105;311.64;0;1;0.083333;1;0;0;14;2500;539.653.696;366.329.349;0;12
C17749;936.370.785;1;158.45;158.45;0;0;0.25;0.25;0;0;0;3;1700;160.698.863;443.538.283;0;12
C17750;1.420.156.349;1;0;0;0;445.913.736;0;0;0;0.333333;5;0;1500;661.562.552;77.285.986;0;12
C17751;14.143.579;0.875;175.98;0;175.98;0;0.875;0;0.75;0;0;7;1500;171.928.796;111.573.318;1;8
C17752;6.810.541;0.25;0;0;0;462.554.056;0;0;0;0.25;6;0;500;0;;0;8
C17753;3.025.373.271;1;202.72;0;202.72;988.076.605;0.583333;0;0.583333;0.083333;1;9;4500;3.989.645.744;884.183.626;0;12
C17754;2.513.983.606;1;0;0;0;6.140.025.312;0;0;0;0.25;4;0;6000;560.461.934;741.924.179;0;12
C17755;542.979.227;1;1134.96;0;1134.96;2.370.439.178;1;0;1;0.583333;15;12;1000;2.669.005.392;422.556.516;0.25;12
C17756;144.436.235;0.181818;0;0;0;944.893.512;0;0;0;0.083333;1;0;1000;542.036.637;365.765.347;0;12
C17757;2.017.391.656;1;12024.37;11224.1;800.27;0;1;1;0.5;0;0;133;8000;1.151.639.232;556.651.236;0.333333;12
C17758;39.469.095;0.636364;418.97;0;418.97;0;1;0;1;0;0;30;3000;655.157.042;109.865.935;0;12
C17759;2.579.907.754;1;125.51;0;125.51;1.377.049.309;0.25;0;0.166667;0.416667;10;3;3000;666.355.831;774.460.823;0;12
C17760;34.703.482;1;247.02;0;247.02;0;1;0;1;0;0;18;2500;194.419.235;162.909.028;0.166667;12
C17761;29.466.141;0.545455;149;149;0;0;0.083333;0.083333;0;0;0;1;1000;350.176.472;215.215.582;0;12
C17762;2.764.810.135;1;390.52;369.8;20.72;7.574.986;0.333333;0.25;0.083333;0.083333;2;6;3000;743.242.536;1.093.199.562;0;12
C17763;27.931.382;0.5;169.4;0;169.4;0;0.4;0;0.2;0;0;5;1500;116.255.235;145.094.293;0;10
C17764;20.639.223;0.666667;0;0;0;3.858.373.703;0;0;0;0.166667;2;0;4000;5.696.695.114;584.843.007;0;6
C17765;1.615.724.155;1;673.74;484.46;189.28;62.403.835;1;0.333333;0.75;0.416667;12;18;2000;785.833.719;873.816.183;0;12
C17767;348.321.822;1;0;0;0;178.138.151;0;0;0;0.181818;2;0;500;142.741.177;195.413.588;0;11
C17768;992.724.168;1;527.88;0;527.88;1.677.055.839;1;0;0.916667;0.166667;2;12;2000;2.997.714.455;373.079.303;0;12
C17769;5.170.635;0.545455;367.95;0;367.95;0;0.916667;0;0.916667;0;0;11;1000;400.457.139;28.883.262;0.125;12
C17770;1.361.815.512;1;1309.72;1106.81;202.91;814.086.208;0.916667;0.75;0.916667;0.75;9;53;1700;1.668.192.483;585.993.296;0;12
C17771;1.186.276.559;1;391.67;391.67;0;0;0.5;0.5;0;0;0;8;1200;488.194.864;927.681.751;0;12
C17772;2.966.412.112;1;1473.26;0;1473.26;979.388.828;1;0;1;0.166667;2;20;3500;1.464.911.757;1.562.426.492;0;12
C17773;1.910.793.773;1;2754.09;40;2714.09;0;1;0.083333;1;0;0;122;5000;613.246.821;688.900.224;0;12
C17774;1.175.065.336;1;2707.46;2468.96;238.5;323.014.918;0.75;0.666667;0.333333;0.166667;2;29;1700;2.288.300.302;708.708.009;0.083333;12
C17776;378.320.894;1;315.02;0;315.02;0;1;0;1;0;0;20;1500;206.090.316;202.391.607;0;12
C17777;1.492.443.188;1;1777.27;0;1777.27;0;0.916667;0;0.833333;0;0;19;5000;1.969.412.866;344.759.419;0;12
C17778;434.393.219;1;343.5;343.5;0;949.910.781;0.166667;0.166667;0;0.166667;5;2;1700;504.635.307;168.986.753;0;12
C17779;11.673.388;0.272727;76;76;0;0;0.083333;0.083333;0;0;0;1;4000;447.312.571;84.678.373;0;12
C17780;1.063.114;0.090909;20.74;0;20.74;0;0.166667;0;0.166667;0;0;2;1500;168.489.938;98.859.855;0;12
C17781;12.169.653;1;187.32;0;187.32;0;1;0;1;0;0;12;2000;182.885.361;162.175.616;1;12
C17782;738.067.431;1;752.97;752.97;0;0;0.666667;0.666667;0;0;0;11;2500;1.393.051.729;282.663.936;0;12
C17783;77.285.458;1;495;0;495;0;1;0;0.916667;0;0;12;1500;416.913.773;206.712.535;0.181818;12
C17784;1.434.836.893;1;413.16;413.16;0;3.005.365.682;0.416667;0.416667;0;0.166667;6;10;3500;37.165.426;330.705.914;0.083333;12
C17785;1.247.905.033;1;553.67;0;553.67;0;0.916667;0;0.916667;0;0;11;1200;1.927.232.575;1.247.614.497;0.083333;12
C17786;8.835.088;1;697.91;477.91;220;0;1;1;0.416667;0;0;31;5000;646.026.876;1.732.831;0.25;12
C17787;252.174.753;1;411.01;411.01;0;0;0.833333;0.833333;0;0;0;28;1000;459.467.285;188.121.403;0;12
C17788;151.644.717;1;0;0;0;2.817.911.587;0;0;0;0.142857;1;0;6000;4.161.937.341;297.615.348;0.285714;7
C17789;337.466.122;1;0;0;0;115.499.477;0;0;0;0.333333;7;0;4000;913.221.146;1.284.060.029;0;12
C17790;1.865.008.929;1;0;0;0;2.087.392.116;0;0;0;0.25;3;0;2500;2.709.693.363;460.334.824;0.083333;12
C17791;2.413.719.637;1;0;0;0;905.709.193;0;0;0;0.083333;5;0;2500;626.891.685;770.717.959;0;12
C17792;41.127.629;1;1524.65;1153.52;371.13;0;1;0.583333;1;0;0;51;900;626.104.114;236.645.745;0.083333;12
C17793;97.281.118;0.818182;3091.75;1456.8;1634.95;0;1;0.416667;1;0;0;48;3000;3.424.057.988;13.671.723;0.636364;12
C17794;568.222.966;1;140.03;140.03;0;0;0.083333;0.083333;0;0;0;4;1200;203.362.743;203.599.221;0;12
C17795;2.773.411.911;1;418.68;0;418.68;2.260.076.139;1;0;1;0.666667;14;31;3000;202.744.214;1.938.332.752;0;12
C17796;294.720.216;1;1880;0;1880;0;1;0;0.833333;0;0;6;1000;1.479.018.473;87.232.429;1;6
C17797;1.619.001.848;0.363636;0;0;0;4.892.793.928;0;0;0;0.181818;3;0;5000;368.653.175;403.883.591;0;11
C17798;197.159.684;1;0;0;0;351.023.706;0;0;0;0.25;2;0;1000;373.550.284;107.037.616;0;8
C17799;954.617.658;1;0;0;0;808.545.456;0;0;0;0.333333;4;0;2000;228.635.319;398.358.635;0;12
C17800;44.935.526;1;401.06;0;401.06;0;0.916667;0;0.916667;0;0;11;1000;441.438.423;181.013.795;0.4;12
C17801;28.497.217;1;258.91;0;258.91;0;1;0;1;0;0;21;5000;247.067.092;162.594.517;0.75;12
C17802;7.114.235.621;1;1072.24;1000;72.24;2.088.213.086;0.666667;0.083333;0.583333;0.25;7;9;10000;1.837.750.949;2.449.812.844;0;12
C17803;1.007.440.908;1;430.54;0;430.54;687.666.124;1;0;1;0.166667;2;21;4000;1.526.508.633;286.221.253;0;12
C17804;2.471.904.646;1;1590.58;1590.58;0;283.730.479;0.583333;0.583333;0;0.166667;2;35;6500;813.995.856;622.038.869;0;12
C17805;733.100.601;0.714286;0;0;0;158.805.231;0;0;0;0.428571;4;0;1500;582.050.862;200.248.315;0;7
C17806;1.159.619.047;0.909091;0;0;0;73.699.863;0;0;0;0.090909;1;0;1200;192.970.203;391.470.419;0;11
C17807;1.818.933.435;1;0;0;0;1.566.811.923;0;0;0;0.333333;11;0;2000;805.588.424;275.462.376;0;12
C17808;90.582.466;1;809.79;0;809.79;0;1;0;1;0;0;44;2700;766.101.615;175.058.479;0.916667;12
C17809;1.819.444.477;1;0;0;0;197.334.971;0;0;0;0.333333;4;0;2500;572.900.672;469.774.269;0;12
C17810;28.832.982;0.9;266.58;0;266.58;0;0.9;0;0.8;0;0;18;1500;223.918.762;138.849.662;0.75;10
C17811;7.833.571;0.181818;92.24;0;92.24;0;0.166667;0;0.166667;0;0;2;1500;48.414.452;83.689.672;0.5;12
C17812;433.075.331;1;750;0;750;0;1;0;0.916667;0;0;12;1500;719.974.026;195.907.231;0;12
C17813;4.582.108;0.181818;632;0;632;0;0.166667;0;0.166667;0;0;2;4000;3.746.417.043;119.285.915;1;12
C17814;2.724.169.852;1;49;49;0;189.855.977;0.083333;0.083333;0;0.083333;1;1;3000;558.687.221;1.164.897.621;0;12
C17815;83.030.075;1;2298.89;567.55;1731.34;0;0.916667;0.166667;0.833333;0;0;22;1000;2.034.589.917;166.237.338;1;12
C17816;1.008.494.418;1;639.7;0;639.7;0;1;0;1;0;0;32;1000;862.819.773;1.027.530.687;0;12
C17817;1.688.247.199;1;1937.64;928.18;1009.46;967.811.335;0.818182;0.454545;0.545455;0.454545;16;22;2500;745.063.871;963.517.552;0;11
C17818;608.300.379;1;0;0;0;27.107.553;0;0;0;0.083333;1;0;1700;204.950.565;214.137.194;0;12
C17819;211.865.308;0.909091;2505.3;0;2505.3;0;0.833333;0;0.833333;0;0;20;3800;2.944.674.292;149.123.712;1;12
C17820;454.181.676;1;1361.65;1361.65;0;0;0.25;0.25;0;0;0;9;4000;1.643.948.056;152.368.392;0.166667;12
C17821;2.646.022.772;1;1541.13;487;1054.13;1.234.504.809;0.916667;0.25;0.833333;0.333333;6;17;4000;600.203.047;575.913.224;0;12
C17822;332.697.638;1;1080;555;525;0;0.5;0.083333;0.333333;0;0;6;2000;603.181.053;99.565.218;0;12
C17823;489.488.586;1;215;70;145;732.654.518;0.333333;0.166667;0.083333;0.416667;10;5;700;881.801.225;316.534.888;0.090909;12
C17824;312.197.634;0.181818;0;0;0;5.104.121.726;0;0;0;0.181818;8;0;8000;0;;0;11
C17825;205.421.413;1;1174.98;0;1174.98;0;1;0;0.833333;0;0;6;1000;989.875.292;78.504.927;0.5;6
C17826;3.300.406.797;1;459;170;289;3.895.391.723;0.666667;0.25;0.416667;0.416667;13;9;5000;158.523.765;904.654.686;0;12
C17827;5.471.186.593;0.777778;0;0;0;8.411.998.221;0;0;0;0.555556;10;0;9000;1.281.454.609;1.401.967.646;0;9
C17828;685.063.917;1;0;0;0;110.795.488;0;0;0;0.25;4;0;700;308.035.273;334.274.864;0;12
C17829;467.439.275;1;0;0;0;938.573.177;0;0;0;0.333333;6;0;800;581.994.796;214.399.847;0;12
C17830;722.404.832;0.909091;0;0;0;1.356.687.002;0;0;0;0.333333;5;0;1500;215.857.868;27.352.542;0;12
C17831;16.976.117;0.454545;424.99;0;424.99;0;0.583333;0;0.5;0;0;7;5000;603.395.705;77.553.281;0.5;12
C17832;275.240.429;0.909091;0;0;0;61.008.928;0;0;0;0.25;5;0;700;1.186.237.636;189.618.452;0.090909;12
C17833;666.247.487;1;511.34;103;408.34;100.749.379;0.833333;0.083333;0.833333;0.166667;4;12;700;1.145.870.591;768.267.252;0;12
C17834;20.594.739;1;320.64;0;320.64;0;1;0;1;0;0;12;4000;273.840.392;168.037.964;0.416667;12
C17835;300.012.533;1;3286.41;2689.44;596.97;0;1;1;0.5;0;0;53;1400;303.503.764;210.567.593;0.545455;12
C17836;45.905.486;1;398.4;0;398.4;0;1;0;1;0;0;12;4000;403.594.309;17.192.066;0.916667;12
C17837;3.377.632.916;1;0;0;0;1.241.559.904;0;0;0;0.083333;2;0;5000;1.028.191.288;724.601.528;0;12
C17838;25.407.311;1;504.96;0;504.96;0;1;0;1;0;0;48;3000;464.099.225;16.639.765;0.916667;12
C17839;504.127.471;0.909091;0;0;0;18.042.768;0;0;0;0.083333;1;0;1200;1.383.846.999;37.680.756;0.1;12
C17840;2.270.623.981;1;1200;1200;0;2.629.671.395;0.083333;0.083333;0;0.333333;9;1;3000;967.527.752;1.172.021.803;0;12
C17841;2.230.689.402;1;0;0;0;2.393.464.326;0;0;0;0.166667;4;0;2500;45.873.255;467.263.413;0;12
C17842;30.217.276;0.636364;332.5;0;332.5;0;0.583333;0;0.5;0;0;8;3000;262.580.865;86.813.318;0.416667;12
C17843;2.741.024.256;1;0;0;0;36.741.165;0;0;0;0.083333;2;0;3000;542.317.437;4.738.971.247;0;12
C17844;12.458.001;0.818182;1302.02;0;1302.02;0;0.75;0;0.75;0;0;9;3000;1.737.687.605;162.034.789;0.555556;12
C17845;1.695.294;0.090909;9.87;0;9.87;0;0.083333;0;0.083333;0;0;1;5000;151.732.627;98.617.471;0.5;12
C17846;349.788.099;1;400.6;400.6;0;0;0.416667;0.416667;0;0;0;6;450;308.109.946;170.326.506;0;12
C17847;16.388.956;0.272727;68.88;0;68.88;0;0.166667;0;0.166667;0;0;2;3000;639.609.691;129.312.379;0;12
C17848;1.551.842.759;1;0;0;0;6.812.559;0;0;0;0.083333;2;0;1800;522.486.041;596.988.355;0;12
C17849;0.407093;0.090909;49;49;0;0;0.083333;0.083333;0;0;0;1;3000;0;;0;12
C17850;68.045.739;0.909091;501.85;0;501.85;0;1;0;1;0;0;31;1200;531.541.585;149.507.563;0.181818;12
C17851;7.081.171.387;1;0;0;0;2.619.404.954;0;0;0;0.909091;69;0;9000;201.913.077;1.926.017.588;0.222222;11
C17852;21.135.235;1;267.34;0;267.34;0;1;0;1;0;0;22;4000;153.812.692;185.947.547;0;12
